,label,question_text
3404,1,"This agreement, when duly signed by the both parties concerned, shall remain effect for _____ months from ________(date) to ________(date)."
3407,1,"However, the party affected by the event of Force Majeure shall inform the other party of its occurrence in writing as soon as possible and thereafter send a certificate of the event issued by the relevant authorities to the other party within 15 days after its occurrence."
3409,1,"Within __________ days of receipt of the shipment, Distributor shall notify Supplier in writing of any shortages, defects or damage, which Distributor claims existed at the time of delivery."
3410,1,"Within ______ days after the receipt of such notice, Supplier willinvestigate the claim of shortages, defects or damage, inform Distributor of its findings, anddeliver to Distributor Products to replace any which Supplier determines, were in short supply, defective or damaged at the time of delivery."
3435,1,This clause shall survive and continue during and after the expiration or termination of this Agreement.
3441,1,"Within five (5) years after the expiration of this agreement, the Receiving Party understands and agrees to not be involved directly or indirectly, in activities that are in competition with the Disclosing Party."
3442,1,"Upon termination of this Agreement , all Confidential Information disclosed under this Agreement shall be returned to the Disclosing Party."
3500,1,"The purchase price of the decedent's interest in the partnership shall be the latter's capital amount at the time of the death of the decedent plus the decedent's income account at the end of the prior fiscal year, with addition to profits from the partnership, and deductions from partnership losses for the start of the fiscal year of the incident of death until the end of the calendar month of the occurrence of death."
3560,1,Notices sent as above shall be deemed to have been received 3 working days after the day of posting.
3586,1,The annual accounting of the PARTNERSHIP shall occur at a time determined by the PARTNERS within the first meeting of each calendar year.
3599,1,"Prior to termination of the PARTNERSHIP, all PARTNERS are to be advised, in writing, that termination is being considered, no fewer than Number days prior to termination days before the termination may transpire."
3601,1,All assets shall be distributed accordingly to all PARTNERS upon the termination of the PARTNERSHIP.
3603,1,"Payments shall be made to the bank accounts of record for each PARTNER, upon dissolution of the PARTNERSHIP."
3617,1,"This purchase agreement is executed on {dateOf8}, between [data1] and [data2]."
3624,1,"If delivery is to be made at a date after the Effectivity date, the Seller shall ensure that the property is delivered in the same condition as when last inspected by Buyer."
3648,1,"The applicability of this Agreement is subject to the approval of the financing terms to the Buyer by which should be processed within {loanProcessing} from the Effective Date of this Agreement (the ""Financing Period"")."
3651,1,"Buyer will deposit directly to the Seller, after the date of effectivity of this Agreement."
3652,1,"Within the period provided, Failure to deposit the earnest money shall result in default of the Buyer."
3655,1,"The Buyer shall deliver to the Seller the notice of objection as to the defects, within {daysPeriod45} days."
3659,1,"Within the period allowed, the failure of the buyer to provide a written objection shall be deemed as a waiver on the latter's part to object to any of the report found by the inspector."
3663,1,"Before the Closing Date, the Seller will accomplish all agreed work, repairs, or improvements unless both Parties agree otherwise;"
3666,1,"In case the Seller fails to complete the Work prior Closing Date, the Buyer may complete the non-completed work and which the Buyer shall be entitled for reimbursement."
